,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5,AREA_ACR_6,AREA_ACR_7,AREA_ACR_8,AREA_ACR_9,AREA_ACR_10,AREA_ACR_11,AREA_ACR_12,AREA_ACR_13,AREA_ACR_14,AREA_ACR_15,AREA_ACR_16,AREA_ACR_17,AREA_ACR_18,AREA_ACR_19,AREA_ACR_20,AREA_ACR_21,AREA_ACR_22,AREA_ACR_23,AREA_ACR_24,AREA_ACR_25,AREA_ACR_26,AREA_ACR_27,AREA_ACR_28,AREA_ACR_29,AREA_ACR_30,AREA_ACR_31,AREA_ACR_32,AREA_ACR_33,AREA_ACR_34,AREA_ACR_35
384,M,True,2115.9,2158.2,2186.4,2237.0,2263.7,2287.1,2317.2,2325.3,2364.7,2408.7,2447.1,2495.0,2507.8,2554.9,2608.8,2648.3,2676.8,2706.0,2723.9,2722.0,2772.4,2793.7,2816.3,2828.0,2865.4,2878.3,2888.6,2879.7,2925.8,2939.3,2950.1,2978.0,3022.6,3040.1,3067.4
385,M,True,4230.4,4227.2,4215.1,4218.6,4213.4,4210.0,4208.3,4234.7,4239.2,4241.7,4237.1,4258.9,4261.9,4252.6,4251.2,4252.4,4264.7,4267.0,4272.5,4291.4,4291.0,4314.3,4330.7,4332.6,4329.2,4346.2,4362.7,4356.4,4355.7,4353.9,4366.5,4368.6,4384.0,4391.8,4398.7
386,M,False,4431.5,4438.8,4438.1,4440.6,4459.6,4476.4,4487.3,4476.5,4506.3,4522.5,4533.3,4542.5,4549.9,4565.9,4583.7,4576.8,4586.7,4601.3,4612.0,4619.1,4645.7,4651.9,4648.2,4637.6,4665.0,4666.2,4657.7,4666.5,4679.7,4685.2,4683.0,4718.3,4730.5,4725.7,4725.6
387,M,False,4576.8,4586.7,4601.3,4612.0,4619.1,4645.7,4651.9,4648.2,4637.6,4665.0,4666.2,4657.7,4666.5,4679.7,4685.2,4683.0,4718.3,4730.5,4725.7,4725.6,4735.4,4754.7,4771.1,4776.6,4775.8,4773.5,4786.1,4791.2,4789.7,4792.4,4791.0,4808.6,4803.9,4823.4,4836.2
388,M,False,4619.1,4645.7,4651.9,4648.2,4637.6,4665.0,4666.2,4657.7,4666.5,4679.7,4685.2,4683.0,4718.3,4730.5,4725.7,4725.6,4735.4,4754.7,4771.1,4776.6,4775.8,4773.5,4786.1,4791.2,4789.7,4792.4,4791.0,4808.6,4803.9,4823.4,4836.2,4848.3,4863.7,4887.1,4880.0
389,M,False,4725.6,4735.4,4754.7,4771.1,4776.6,4775.8,4773.5,4786.1,4791.2,4789.7,4792.4,4791.0,4808.6,4803.9,4823.4,4836.2,4848.3,4863.7,4887.1,4880.0,4893.4,4901.3,4892.9,4913.9,4924.8,4939.0,4942.5,4951.7,4952.8,4953.3,4976.3,4982.6,4985.2,4994.3,5006.5
390,M,True,5490.3,5504.6,5528.7,5539.4,5533.3,5549.8,5546.5,5551.7,5561.1,5592.1,5589.7,5603.8,5594.0,5602.5,5594.1,5612.5,5631.7,5629.4,5634.0,5662.1,5655.8,5664.8,5662.2,5678.6,5676.1,5683.5,5689.5,5689.6,5704.1,5722.0,5736.1,5744.2,5750.8,5751.1,5751.1
391,M,False,5655.8,5664.8,5662.2,5678.6,5676.1,5683.5,5689.5,5689.6,5704.1,5722.0,5736.1,5744.2,5750.8,5751.1,5751.1,5780.8,5778.4,5766.5,5771.2,5790.7,5793.0,5789.6,5779.4,5794.6,5805.8,5801.8,5796.8,5812.1,5817.9,5830.6,5832.1,5835.6,5826.5,5826.2,5828.6
392,M,True,6501.4,6498.2,6509.3,6518.5,6516.0,6519.5,6518.7,6531.7,6527.6,6519.9,6531.7,6546.7,6577.2,6583.4,6597.2,6604.2,6602.8,6601.4,6620.3,6610.2,6618.3,6624.3,6616.9,6614.1,6631.7,6626.2,6634.2,6654.7,6650.1,6659.2,6649.9,6658.9,6656.1,6673.0,6679.6
393,M,True,7079.7,7074.3,7067.7,7068.0,7067.0,7076.5,7061.7,7047.8,7018.9,7001.2,6992.1,6986.9,6988.1,6984.9,6976.8,6965.3,6964.2,6965.8,6977.2,6960.3,6942.5,6942.5,6932.3,6924.6,6924.9,6936.0,6934.2,6912.3,6912.2,6898.6,6906.1,6900.8,6925.1,6933.4,6931.9
394,M,False,7067.7,7068.0,7067.0,7076.5,7061.7,7047.8,7018.9,7001.2,6992.1,6986.9,6988.1,6984.9,6976.8,6965.3,6964.2,6965.8,6977.2,6960.3,6942.5,6942.5,6932.3,6924.6,6924.9,6936.0,6934.2,6912.3,6912.2,6898.6,6906.1,6900.8,6925.1,6933.4,6931.9,6907.8,6915.5
395,M,False,7018.9,7001.2,6992.1,6986.9,6988.1,6984.9,6976.8,6965.3,6964.2,6965.8,6977.2,6960.3,6942.5,6942.5,6932.3,6924.6,6924.9,6936.0,6934.2,6912.3,6912.2,6898.6,6906.1,6900.8,6925.1,6933.4,6931.9,6907.8,6915.5,6927.9,6936.2,6937.5,6948.8,6937.1,6964.3
396,M,False,6887.1,6883.3,6915.2,6900.0,6863.7,6869.5,6855.0,6842.0,6842.4,6842.3,6845.9,6863.0,6874.7,6855.7,6843.3,6851.0,6848.2,6843.5,6839.0,6823.6,6810.8,6808.2,6833.4,6837.2,6823.0,6802.2,6818.7,6800.4,6793.5,6787.0,6775.5,6772.6,6789.2,6801.7,6794.2
397,M,False,6773.3,6758.6,6760.9,6773.3,6753.9,6758.1,6742.8,6748.4,6746.3,6752.1,6728.1,6721.8,6707.1,6690.4,6681.2,6672.8,6667.8,6640.0,6623.3,6614.1,6595.2,6552.6,6547.9,6534.7,6547.8,6552.7,6527.6,6507.2,6504.5,6496.0,6504.5,6504.5,6470.4,6461.8,6458.3
398,M,False,6490.7,6492.6,6490.8,6494.2,6481.7,6486.6,6498.3,6506.3,6525.8,6545.1,6541.1,6537.6,6531.5,6510.3,6508.4,6499.2,6451.9,6444.2,6443.1,6443.1,6462.6,6449.2,6450.9,6426.8,6416.1,6405.6,6418.4,6418.5,6407.7,6412.3,6402.8,6390.3,6384.3,6398.6,6346.8
399,M,False,6498.3,6506.3,6525.8,6545.1,6541.1,6537.6,6531.5,6510.3,6508.4,6499.2,6451.9,6444.2,6443.1,6443.1,6462.6,6449.2,6450.9,6426.8,6416.1,6405.6,6418.4,6418.5,6407.7,6412.3,6402.8,6390.3,6384.3,6398.6,6346.8,6330.6,6344.3,6347.7,6350.5,6345.8,6329.3
400,M,True,6129.3,6125.5,6128.8,6137.6,6146.8,6161.1,6140.5,6153.3,6126.7,6114.4,6102.0,6096.3,6098.7,6110.6,6095.0,6091.6,6083.1,6062.7,6049.5,6051.8,6057.8,6046.1,6016.1,6013.9,5999.9,5994.4,5997.8,6003.7,5992.3,5988.4,6017.0,5978.9,5975.1,5952.1,5943.6
401,M,True,5668.0,5661.9,5639.1,5627.8,5626.9,5618.8,5602.1,5612.8,5595.6,5594.5,5590.0,5593.8,5580.4,5581.5,5593.9,5588.2,5577.5,5574.1,5582.2,5555.1,5562.8,5552.2,5550.9,5539.3,5556.1,5542.0,5547.5,5539.8,5510.0,5491.2,5497.7,5497.8,5479.8,5487.6,5489.2
402,M,False,5562.8,5552.2,5550.9,5539.3,5556.1,5542.0,5547.5,5539.8,5510.0,5491.2,5497.7,5497.8,5479.8,5487.6,5489.2,5470.4,5458.9,5465.7,5450.1,5484.1,5466.3,5456.7,5466.1,5460.0,5468.0,5447.5,5451.5,5447.1,5455.7,5416.2,5401.6,5396.3,5388.2,5371.9,5363.4
403,M,False,5466.1,5460.0,5468.0,5447.5,5451.5,5447.1,5455.7,5416.2,5401.6,5396.3,5388.2,5371.9,5363.4,5362.2,5350.8,5344.9,5374.4,5377.4,5384.0,5391.7,5399.8,5391.6,5414.9,5407.1,5393.0,5390.2,5390.5,5389.5,5361.1,5340.6,5378.8,5356.0,5358.0,5357.7,5345.9
404,M,False,5396.3,5388.2,5371.9,5363.4,5362.2,5350.8,5344.9,5374.4,5377.4,5384.0,5391.7,5399.8,5391.6,5414.9,5407.1,5393.0,5390.2,5390.5,5389.5,5361.1,5340.6,5378.8,5356.0,5358.0,5357.7,5345.9,5331.2,5330.9,5325.4,5321.7,5290.7,5315.8,5304.0,5292.1,5289.9
405,M,False,5414.9,5407.1,5393.0,5390.2,5390.5,5389.5,5361.1,5340.6,5378.8,5356.0,5358.0,5357.7,5345.9,5331.2,5330.9,5325.4,5321.7,5290.7,5315.8,5304.0,5292.1,5289.9,5295.8,5278.4,5281.7,5260.9,5279.7,5285.7,5270.8,5272.5,5271.9,5257.8,5260.2,5251.3,5234.2
406,M,False,5331.2,5330.9,5325.4,5321.7,5290.7,5315.8,5304.0,5292.1,5289.9,5295.8,5278.4,5281.7,5260.9,5279.7,5285.7,5270.8,5272.5,5271.9,5257.8,5260.2,5251.3,5234.2,5235.9,5229.4,5249.7,5255.7,5288.0,5291.4,5273.4,5305.0,5279.0,5285.5,5227.5,5240.5,5286.7
407,M,False,5272.5,5271.9,5257.8,5260.2,5251.3,5234.2,5235.9,5229.4,5249.7,5255.7,5288.0,5291.4,5273.4,5305.0,5279.0,5285.5,5227.5,5240.5,5286.7,5285.7,5305.4,5286.0,5272.6,5273.0,5250.6,5249.6,5258.6,5236.6,5229.3,5237.7,5261.1,5274.4,5256.8,5255.6,5236.7
408,M,False,5251.3,5234.2,5235.9,5229.4,5249.7,5255.7,5288.0,5291.4,5273.4,5305.0,5279.0,5285.5,5227.5,5240.5,5286.7,5285.7,5305.4,5286.0,5272.6,5273.0,5250.6,5249.6,5258.6,5236.6,5229.3,5237.7,5261.1,5274.4,5256.8,5255.6,5236.7,5233.5,5234.4,5214.7,5214.2
409,M,False,5286.7,5285.7,5305.4,5286.0,5272.6,5273.0,5250.6,5249.6,5258.6,5236.6,5229.3,5237.7,5261.1,5274.4,5256.8,5255.6,5236.7,5233.5,5234.4,5214.7,5214.2,5223.1,5200.2,5197.7,5170.6,5214.1,5197.2,5183.6,5157.1,5133.5,5150.1,5143.8,5166.3,5175.3,5145.2
410,M,True,1105.9,1098.1,1129.8,1131.9,1137.2,1132.1,1133.1,1143.0,1120.8,1117.2,1130.7,1129.2,1119.6,1099.9,1106.2,1102.8,1120.6,1115.1,1105.3,1108.7,1122.3,1110.7,1096.1,1086.4,1118.4,1119.9,1101.9,1096.8,1086.2,1076.6,1068.0,1064.2,1054.2,1059.8,1065.2
411,M,False,1060.8,1065.6,1072.7,1090.2,1076.6,1077.9,1073.1,1065.3,1089.2,1093.3,1090.9,1107.1,1105.2,1104.1,1098.9,1099.4,1091.9,1083.0,1094.1,1074.4,1066.0,1070.6,1073.1,1085.2,1084.4,1070.6,1083.4,1089.8,1090.2,1085.4,1075.3,1090.8,1100.0,1103.0,1094.5
412,M,True,1100.0,1103.0,1094.5,1092.0,1098.0,1098.0,1099.9,1103.3,1104.6,1096.8,1107.5,1116.1,1134.6,1123.7,1125.6,1120.9,1127.3,1137.0,1141.7,1118.5,1128.8,1136.5,1154.0,1151.3,1152.2,1161.4,1163.3,1184.6,1181.0,1193.9,1202.5,1202.0,1193.7,1200.7,1222.0
413,M,True,1116.1,1134.6,1123.7,1125.6,1120.9,1127.3,1137.0,1141.7,1118.5,1128.8,1136.5,1154.0,1151.3,1152.2,1161.4,1163.3,1184.6,1181.0,1193.9,1202.5,1202.0,1193.7,1200.7,1222.0,1218.1,1225.3,1220.4,1237.9,1236.4,1240.5,1232.6,1229.1,1240.7,1238.4,1238.3
414,M,True,1307.7,1299.5,1308.4,1309.8,1319.0,1329.3,1330.2,1344.5,1337.1,1339.7,1341.8,1342.1,1348.4,1341.0,1355.9,1352.5,1340.0,1333.1,1336.9,1341.2,1345.8,1356.2,1354.8,1362.0,1355.5,1359.0,1358.9,1366.1,1376.2,1371.9,1363.6,1346.4,1351.7,1334.6,1332.0
415,M,False,1356.2,1354.8,1362.0,1355.5,1359.0,1358.9,1366.1,1376.2,1371.9,1363.6,1346.4,1351.7,1334.6,1332.0,1332.8,1336.7,1337.1,1329.4,1327.1,1334.0,1318.5,1314.0,1321.8,1326.0,1320.6,1316.8,1324.8,1333.3,1337.7,1331.7,1327.7,1329.9,1322.4,1326.8,1327.2
416,M,False,1351.7,1334.6,1332.0,1332.8,1336.7,1337.1,1329.4,1327.1,1334.0,1318.5,1314.0,1321.8,1326.0,1320.6,1316.8,1324.8,1333.3,1337.7,1331.7,1327.7,1329.9,1322.4,1326.8,1327.2,1326.8,1325.9,1325.2,1338.7,1330.3,1340.4,1322.8,1332.5,1337.8,1342.8,1338.4
417,M,False,1322.8,1332.5,1337.8,1342.8,1338.4,1336.7,1335.7,1329.2,1341.0,1341.2,1360.3,1363.3,1374.0,1380.6,1384.5,1400.3,1400.3,1404.2,1396.4,1398.1,1400.6,1412.2,1415.9,1409.9,1406.8,1410.1,1399.8,1397.0,1397.8,1392.1,1389.0,1398.2,1402.3,1408.9,1417.1
418,M,False,1620.6,1625.6,1629.8,1625.6,1618.9,1626.3,1625.6,1628.0,1624.3,1626.6,1621.0,1626.6,1624.1,1632.7,1624.9,1626.6,1628.4,1618.6,1614.0,1609.0,1607.3,1600.2,1599.0,1597.9,1597.7,1591.8,1590.9,1604.1,1598.4,1593.8,1597.6,1592.3,1594.1,1592.1,1586.5
419,M,True,3182.2,3193.8,3197.0,3191.4,3207.0,3212.4,3220.2,3241.0,3233.2,3224.4,3216.3,3228.0,3232.3,3227.3,3238.2,3252.8,3250.9,3246.9,3243.2,3259.5,3247.4,3262.5,3245.5,3248.2,3246.1,3250.9,3251.2,3247.4,3255.9,3271.6,3277.9,3273.2,3274.1,3297.7,3308.8
420,M,True,3425.0,3399.7,3396.0,3422.6,3412.7,3408.4,3426.1,3409.1,3412.3,3431.2,3438.0,3435.9,3429.1,3435.2,3450.8,3464.5,3481.1,3476.9,3493.8,3514.6,3546.9,3542.5,3550.3,3547.4,3584.6,3591.1,3592.1,3614.2,3620.8,3638.7,3661.6,3674.3,3671.5,3685.3,3715.1
421,M,False,4475.3,4466.3,4471.1,4467.9,4469.3,4478.0,4491.0,4499.6,4512.9,4506.2,4521.3,4542.5,4533.1,4528.7,4531.2,4551.1,4535.8,4547.5,4566.1,4566.1,4573.1,4580.0,4574.4,4584.2,4589.0,4586.8,4592.1,4594.3,4590.9,4593.5,4608.8,4614.3,4635.3,4624.4,4639.8
422,M,False,1412.3,1410.9,1413.6,1413.3,1413.3,1404.3,1401.5,1413.8,1407.9,1416.0,1423.9,1426.9,1421.2,1426.3,1426.5,1419.6,1415.6,1412.3,1405.6,1413.4,1417.0,1408.6,1395.2,1393.9,1392.7,1390.6,1390.0,1387.6,1370.8,1372.8,1384.8,1374.9,1372.5,1370.5,1371.1
423,M,True,1531.5,1531.9,1533.3,1535.0,1540.4,1545.1,1540.2,1538.2,1548.7,1538.6,1533.1,1525.5,1529.7,1527.7,1523.1,1520.6,1524.1,1525.3,1528.2,1530.7,1525.4,1518.7,1517.2,1523.2,1526.7,1527.2,1525.9,1525.1,1526.6,1524.2,1540.1,1542.3,1535.9,1535.8,1526.3
424,M,False,1519.7,1514.6,1508.1,1512.1,1519.6,1514.9,1515.1,1518.5,1510.1,1510.8,1509.5,1508.7,1506.8,1510.2,1507.6,1504.8,1511.2,1503.5,1505.5,1505.5,1506.2,1506.1,1499.9,1511.1,1510.3,1508.3,1501.9,1496.4,1492.4,1493.5,1495.2,1488.8,1490.4,1493.0,1496.4
425,M,False,1471.2,1475.9,1471.7,1466.8,1456.4,1458.7,1454.0,1456.9,1460.1,1455.1,1451.1,1452.7,1448.9,1454.2,1448.7,1453.2,1458.6,1460.2,1453.9,1458.5,1462.8,1458.8,1458.5,1449.8,1455.4,1448.0,1449.1,1456.5,1446.4,1444.5,1446.1,1443.9,1440.1,1432.1,1424.3
426,M,False,3145.7,3144.0,3172.6,3179.6,3171.2,3161.2,3167.0,3174.9,3195.3,3194.7,3186.7,3202.8,3190.8,3202.0,3218.1,3232.8,3240.7,3248.1,3246.5,3251.5,3236.9,3241.6,3237.0,3228.5,3228.6,3221.7,3214.5,3207.0,3215.6,3230.7,3232.6,3251.1,3263.7,3268.3,3259.0
427,M,True,4467.5,4466.1,4468.8,4483.4,4480.2,4468.8,4482.9,4479.1,4483.6,4477.6,4482.7,4477.8,4479.5,4484.1,4502.1,4509.7,4528.6,4539.3,4545.3,4560.8,4566.7,4579.0,4583.0,4576.1,4576.4,4575.2,4569.0,4572.3,4576.7,4585.4,4612.2,4621.1,4622.5,4636.1,4630.7
428,M,True,717.89,723.21,726.33,721.04,724.4,745.87,757.42,751.08,745.88,762.34,764.65,776.88,784.87,785.2,774.81,768.98,778.98,784.61,786.25,782.84,788.95,791.07,797.32,796.05,798.0,804.62,807.37,818.33,821.1,831.15,839.31,845.95,841.95,845.9,846.01
429,M,False,4539.3,4545.3,4560.8,4566.7,4579.0,4583.0,4576.1,4576.4,4575.2,4569.0,4572.3,4576.7,4585.4,4612.2,4621.1,4622.5,4636.1,4630.7,4617.7,4616.9,4622.6,4630.6,4652.4,4653.3,4645.8,4662.7,4674.5,4692.4,4682.5,4690.7,4697.3,4709.3,4701.9,4699.7,4695.9
430,M,True,4807.2,4800.8,4799.1,4797.3,4789.8,4785.0,4788.2,4766.7,4754.6,4745.5,4755.1,4735.4,4731.3,4731.1,4729.3,4716.3,4717.9,4711.3,4721.9,4740.1,4747.7,4758.4,4746.9,4760.2,4746.4,4751.2,4742.7,4738.0,4739.0,4737.9,4737.8,4737.1,4735.8,4730.5,4739.6
431,M,True,3658.9,3651.2,3642.9,3626.3,3642.9,3630.6,3614.8,3634.2,3621.3,3616.5,3630.2,3623.5,3617.7,3621.3,3620.7,3621.5,3617.6,3622.1,3607.9,3611.4,3602.8,3608.0,3593.6,3581.6,3571.4,3564.0,3556.9,3549.5,3530.9,3526.4,3551.2,3544.3,3531.0,3540.6,3543.6
432,M,False,1322.8,1320.7,1325.8,1329.8,1321.9,1320.2,1322.1,1322.6,1316.2,1315.8,1321.0,1322.0,1325.0,1317.0,1324.6,1324.0,1322.8,1317.1,1313.1,1310.6,1310.2,1308.6,1309.8,1309.9,1304.4,1303.6,1296.5,1302.2,1299.3,1291.6,1293.7,1292.9,1292.5,1290.1,1290.2
433,M,False,3021.2,2994.4,2978.3,2965.9,2975.7,2978.8,2972.6,2971.0,2960.2,2953.3,2949.0,2931.6,2931.9,2929.1,2919.0,2911.7,2917.8,2908.6,2901.8,2900.5,2891.3,2904.4,2914.1,2928.4,2912.6,2898.6,2878.6,2876.2,2861.7,2861.3,2861.0,2844.3,2834.3,2835.4,2821.7
434,M,False,716.85,715.44,714.74,709.21,707.77,706.16,708.41,705.62,712.18,717.28,725.26,733.61,738.39,731.4,731.2,728.73,731.78,738.12,741.31,731.41,731.31,727.91,728.4,729.21,732.21,728.73,720.9,719.9,714.25,720.45,714.97,711.87,702.0,704.09,699.43
435,M,False,1610.5,1606.6,1607.7,1606.6,1603.7,1614.1,1613.4,1621.4,1625.7,1630.5,1637.6,1633.6,1646.0,1645.1,1643.7,1639.7,1646.1,1643.9,1647.8,1654.6,1659.6,1663.3,1655.6,1660.4,1665.6,1669.1,1665.3,1665.5,1666.0,1663.7,1675.0,1675.6,1672.9,1672.7,1670.5
436,M,False,1820.9,1822.1,1819.5,1823.6,1825.5,1817.0,1805.9,1812.1,1811.9,1817.6,1816.6,1817.4,1815.5,1811.1,1809.4,1803.4,1801.8,1807.7,1795.2,1798.8,1804.2,1807.6,1809.3,1809.5,1816.4,1810.9,1813.4,1820.4,1819.9,1825.8,1828.9,1828.3,1828.3,1825.0,1828.6
437,M,False,1149.1,1149.5,1156.4,1155.9,1163.8,1160.3,1163.7,1162.0,1178.3,1184.6,1181.1,1176.2,1182.7,1186.8,1192.1,1188.8,1198.1,1197.1,1193.0,1192.4,1185.4,1192.2,1202.3,1205.5,1198.9,1210.8,1208.5,1212.4,1204.0,1197.7,1192.8,1189.2,1184.8,1189.0,1187.8
438,M,False,1495.9,1496.6,1498.9,1498.5,1497.1,1504.4,1503.9,1509.1,1515.8,1516.4,1518.7,1517.3,1526.8,1530.3,1536.0,1544.9,1550.1,1556.3,1558.5,1554.4,1550.2,1547.3,1544.0,1545.4,1545.1,1547.4,1547.9,1548.0,1559.0,1557.6,1560.6,1557.0,1554.6,1561.8,1567.2
439,M,False,304.43,336.57,343.94,381.82,420.22,449.14,470.74,491.98,531.5,543.72,580.52,607.75,645.11,653.03,678.2,716.27,727.01,748.95,771.15,782.37,783.35,806.63,822.96,817.46,818.87,830.36,822.65,821.02,815.92,822.66,806.06,846.41,848.04,840.14,847.68
440,M,False,1639.6,1631.8,1632.4,1640.8,1638.8,1634.4,1627.0,1626.7,1619.7,1621.2,1619.8,1625.5,1629.4,1638.2,1645.2,1650.4,1654.4,1653.1,1655.8,1654.0,1657.8,1659.7,1660.5,1656.7,1663.8,1666.8,1665.1,1666.0,1672.4,1684.1,1685.2,1691.1,1685.2,1692.9,1699.7
441,M,False,1663.8,1666.8,1665.1,1666.0,1672.4,1684.1,1685.2,1691.1,1685.2,1692.9,1699.7,1694.4,1697.6,1700.2,1697.5,1701.0,1699.8,1698.4,1696.6,1701.3,1706.9,1702.7,1707.5,1704.9,1696.3,1699.6,1691.5,1688.9,1694.8,1698.7,1703.4,1703.4,1697.8,1704.3,1699.8
442,M,False,2288.4,2291.1,2296.9,2302.5,2310.2,2307.8,2299.7,2304.0,2305.0,2312.4,2316.1,2331.0,2330.7,2332.9,2341.9,2337.6,2334.0,2336.1,2339.8,2343.2,2344.6,2349.6,2346.0,2338.5,2348.7,2369.8,2373.6,2380.0,2371.3,2384.4,2387.0,2389.4,2408.4,2402.7,2403.0
443,M,False,202.3,196.48,191.73,193.32,215.6,222.46,215.06,212.48,216.18,219.76,227.36,234.33,235.64,237.97,248.11,247.74,254.0,259.01,262.2,262.2,264.39,271.19,271.09,285.06,283.46,290.92,280.16,287.28,291.42,298.67,320.27,325.88,320.86,317.48,321.95
444,M,False,391.37,391.35,398.71,400.41,408.33,403.05,398.95,406.24,408.79,411.61,419.49,431.32,427.02,427.66,423.93,415.68,433.99,450.44,439.86,453.15,456.21,454.4,444.66,456.23,455.39,453.02,457.59,478.72,495.24,484.38,496.69,507.93,515.18,527.24,518.95
445,M,False,454.4,444.66,456.23,455.39,453.02,457.59,478.72,495.24,484.38,496.69,507.93,515.18,527.24,518.95,530.72,521.09,532.83,541.33,546.38,545.05,562.72,550.68,552.18,561.48,557.25,581.13,573.81,574.34,583.86,592.79,588.09,586.68,589.21,589.1,570.08
446,M,False,866.5,875.77,859.14,862.91,841.38,835.95,845.57,850.29,834.83,831.5,840.19,833.76,827.89,842.35,845.27,844.12,836.6,839.8,839.52,836.97,839.52,832.76,838.2,832.55,825.43,809.35,802.51,809.67,807.48,802.38,815.24,806.69,813.35,809.38,813.18
447,M,True,889.27,886.33,890.71,885.0,888.52,887.66,888.64,892.61,897.18,897.75,898.02,902.57,905.56,909.95,908.67,917.0,920.17,921.54,934.83,943.19,941.46,944.71,940.22,942.21,950.32,951.91,961.89,963.59,953.01,959.7,957.55,955.42,955.67,958.83,953.42
448,M,False,957.52,953.62,940.08,942.84,935.95,937.87,936.02,933.02,942.68,942.46,934.54,936.63,946.71,943.13,946.78,953.32,947.25,949.63,951.18,952.8,957.78,966.63,965.89,978.71,972.59,971.53,969.83,976.49,988.98,989.53,983.02,991.41,1001.3,1008.1,1012.3
449,M,False,1245.9,1247.1,1249.6,1241.4,1254.1,1266.9,1259.3,1255.9,1257.8,1259.3,1263.6,1265.5,1274.3,1276.6,1267.3,1260.6,1265.1,1274.2,1269.6,1270.7,1266.4,1263.6,1262.0,1263.0,1262.9,1266.2,1265.8,1252.7,1261.1,1250.6,1252.8,1248.4,1253.6,1255.1,1258.6
450,M,False,1386.0,1385.0,1380.3,1374.9,1382.7,1372.1,1371.3,1360.4,1362.5,1367.4,1360.3,1357.4,1346.3,1345.0,1340.7,1341.8,1348.1,1359.9,1362.4,1367.0,1363.6,1360.7,1350.0,1350.7,1351.8,1358.0,1353.6,1360.2,1364.8,1361.8,1372.9,1367.4,1370.1,1379.9,1383.9
451,M,True,1431.4,1428.3,1427.3,1434.0,1435.1,1443.8,1440.0,1437.2,1431.5,1435.8,1442.1,1437.9,1439.5,1442.6,1446.5,1447.7,1443.3,1444.3,1448.0,1444.0,1439.7,1446.2,1440.6,1446.6,1446.0,1445.5,1449.3,1450.8,1451.1,1455.8,1455.3,1463.2,1462.6,1469.0,1472.2
452,M,True,1417.8,1411.8,1417.3,1412.2,1411.6,1419.1,1411.3,1404.5,1400.0,1403.6,1404.9,1392.2,1391.6,1391.7,1389.5,1399.5,1401.8,1403.6,1404.5,1401.4,1402.6,1403.4,1395.8,1391.0,1385.1,1392.5,1386.8,1391.8,1393.1,1393.2,1383.4,1385.4,1386.6,1386.0,1379.8
453,M,False,1410.7,1406.4,1400.4,1402.5,1406.0,1397.9,1394.0,1389.4,1387.6,1383.0,1391.4,1393.9,1392.5,1399.4,1402.5,1403.0,1407.8,1403.4,1401.6,1403.6,1397.0,1404.9,1404.1,1397.0,1397.1,1395.2,1378.6,1379.4,1375.3,1372.7,1367.3,1359.7,1369.9,1365.2,1366.9
454,M,False,1047.9,1043.8,1035.3,1032.6,1026.4,1014.7,1021.4,1014.0,1010.3,1006.6,1002.9,1004.6,992.35,1000.9,1006.2,1003.6,1001.6,1004.1,1007.7,1006.3,995.66,994.99,999.9,1009.6,1015.7,1013.8,1014.4,1025.6,1029.9,1026.8,1034.0,1036.7,1033.4,1036.3,1036.2
455,M,False,1249.9,1270.6,1284.1,1309.4,1314.3,1322.5,1334.8,1332.4,1357.9,1361.9,1377.3,1401.4,1430.4,1455.5,1472.3,1483.3,1488.5,1518.0,1522.5,1544.9,1561.0,1590.4,1599.0,1603.1,1619.2,1630.7,1618.4,1615.0,1616.1,1630.2,1649.4,1647.6,1646.1,1636.8,1629.8
456,M,True,151.19,151.32,145.64,154.56,152.7,152.71,159.51,163.27,159.87,167.09,176.4,176.51,175.78,178.83,185.98,191.26,190.53,205.83,219.32,226.92,233.06,227.91,244.12,249.22,252.86,251.78,270.55,263.32,281.65,295.54,302.54,309.55,313.54,318.84,342.23
457,M,True,249.22,252.86,251.78,270.55,263.32,281.65,295.54,302.54,309.55,313.54,318.84,342.23,332.17,331.31,330.96,349.75,351.54,366.25,377.35,373.59,371.49,384.56,386.78,404.54,403.27,405.94,407.46,415.43,416.02,424.46,424.17,442.95,459.43,465.87,481.67
458,M,False,377.35,373.59,371.49,384.56,386.78,404.54,403.27,405.94,407.46,415.43,416.02,424.46,424.17,442.95,459.43,465.87,481.67,484.96,500.22,501.68,495.88,503.39,512.17,523.16,519.32,521.18,529.06,552.27,551.85,556.32,567.43,552.33,552.49,568.76,571.64
459,M,False,407.46,415.43,416.02,424.46,424.17,442.95,459.43,465.87,481.67,484.96,500.22,501.68,495.88,503.39,512.17,523.16,519.32,521.18,529.06,552.27,551.85,556.32,567.43,552.33,552.49,568.76,571.64,573.02,573.18,575.42,575.09,572.37,601.79,610.92,624.45
460,M,False,552.33,552.49,568.76,571.64,573.02,573.18,575.42,575.09,572.37,601.79,610.92,624.45,623.98,613.44,615.23,616.92,622.59,629.91,646.84,669.04,679.75,677.84,682.81,702.86,713.39,733.19,724.45,702.71,697.57,698.64,704.56,699.81,712.24,735.12,746.98
461,M,False,808.27,808.2,802.65,807.09,826.26,825.81,829.65,836.35,846.71,848.27,848.7,845.88,851.73,866.35,849.18,859.14,847.0,846.65,855.94,852.42,850.89,862.49,869.21,855.9,874.87,867.93,872.52,874.97,885.24,877.9,863.76,857.92,837.52,835.98,832.25
