,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,before_coincident_flare,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf,expected_timepoint,observed_timepoint,time_difference
1337,2010-05-03 09:48:00,not applicable,not applicable,11065.0,N,0.0,False,False,1.7911,62.555,28.664,53.0,140.88,137.94,0.064757,-0.0012319,1777.6,22.427,0.0,50312000000.0,2.4759,3.4325e+21,56.541,1307000000000.0,8.8766e+20,0.0,0.0,0.0,2010-05-02 10:48:00,2010-05-02 10:48:00,0 days 00:00:00
1338,2010-05-06 15:48:00,not applicable,not applicable,11070.0,N,0.0,False,False,15.47,35.934,41.347,89.146,171.92,169.55,1.0692,-0.019193,3680.0,26.069,0.0,460960000000.0,9.9256,3.939e+21,57.268,984130000000.0,5.9401e+20,0.0,0.0,0.0,2010-05-05 16:48:00,2010-05-05 16:48:00,0 days 00:00:00
1339,2010-05-08 21:48:00,not applicable,not applicable,11071.0,N,0.0,False,False,0.99584,37.991,35.205,76.524,158.38,157.72,0.27949,-0.0010708,3178.1,24.875,0.0,329260000000.0,6.5591,3.9253e+21,49.992,954540000000.0,6.7136e+20,0.0,0.0,0.0,2010-05-07 22:48:00,2010-05-07 22:48:00,0 days 00:00:00
1340,2010-06-03 06:00:00,not applicable,not applicable,11073.0,N,0.0,False,False,0.5108,123.32,31.801,61.146,141.12,142.95,1.1009,-0.00044034,1608.4,21.092,0.0,691150000000.0,4.1379,2.4778e+21,61.626,1380500000000.0,6.8895e+20,0.0,0.0,0.0,2010-06-02 07:00:00,2010-06-02 07:00:00,0 days 00:00:00
1341,2010-05-30 18:00:00,not applicable,not applicable,11074.0,N,0.0,False,False,8.8867,45.567,29.143,51.527,119.29,118.3,-0.42785,-0.0030227,2434.3,22.775,0.0,679490000000.0,3.1633,9.5047e+21,138.54,2407000000000.0,2.1788e+21,0.0,0.0,0.0,2010-05-29 19:00:00,2010-05-29 19:00:00,0 days 00:00:00
1342,2010-06-18 12:48:00,not applicable,not applicable,11083.0,N,0.0,False,False,7.2213,43.306,34.225,57.358,122.07,119.91,1.2724,-0.010142,1562.1,26.122,0.0,577990000000.0,10.534,1.4771e+21,28.55,693170000000.0,3.6808e+20,0.0,0.0,0.0,2010-06-17 13:48:00,2010-06-17 13:48:00,0 days 00:00:00
1343,2010-06-28 18:00:00,not applicable,not applicable,11085.0,N,0.0,False,False,11.451,75.868,31.329,55.562,134.57,135.76,0.30364,0.0092346,1599.2,24.32,0.0,657630000000.0,7.4194,2.6335e+21,60.6,1369900000000.0,7.0373e+20,0.0,0.0,0.0,2010-06-27 19:00:00,2010-06-27 19:00:00,0 days 00:00:00
1344,2010-07-13 15:36:00,not applicable,not applicable,11088.0,N,0.0,False,False,7.5758,34.464,32.138,60.325,130.83,128.84,0.37545,0.0067281,2417.2,24.614,0.0,406300000000.0,4.3517,3.6146e+21,44.655,940740000000.0,7.3235e+20,0.0,0.0,0.0,2010-07-12 16:36:00,2010-07-12 16:36:00,0 days 00:00:00
1345,2010-07-27 15:36:00,not applicable,not applicable,11090.0,N,0.0,False,False,0.38355,57.119,29.396,41.332,109.62,108.34,0.15232,-0.00016398,1494.8,26.086,0.0,284940000000.0,5.0449,4.6432e+21,77.125,2101400000000.0,1.187e+21,0.0,0.0,0.0,2010-07-26 16:36:00,2010-07-26 16:36:00,0 days 00:00:00
1346,2010-08-30 05:24:00,not applicable,not applicable,11104.0,N,0.0,False,False,10.415,94.349,29.39,51.617,133.42,133.48,0.83272,0.0055341,1917.5,23.038,0.0,841210000000.0,3.1881,4.7926e+21,88.205,1958000000000.0,1.1738e+21,0.0,0.0,0.0,2010-08-29 06:24:00,2010-08-29 06:24:00,0 days 00:00:00
1347,2010-10-15 19:36:00,not applicable,not applicable,11114.0,N,0.0,False,False,0.083932,34.41,32.404,60.65,143.12,143.64,-0.76661,-5.3189e-05,2679.1,25.104,0.0,632670000000.0,7.858,5.6146e+21,77.111,1425000000000.0,1.1278e+21,59.211,50.224,29.566,2010-10-14 20:36:00,2010-10-14 20:36:00,0 days 00:00:00
1348,2010-10-18 21:48:00,not applicable,not applicable,11116.0,N,0.0,False,False,24.369,37.052,43.18,99.197,164.69,161.75,0.45443,-0.033246,4641.4,31.932,2.5656,492940000000.0,19.1,4.5182e+21,61.937,1012800000000.0,5.4028e+20,0.0,0.0,0.0,2010-10-17 22:48:00,2010-10-17 22:48:00,0 days 00:00:00
1349,2010-10-23 06:00:00,not applicable,not applicable,11118.0,N,0.0,False,False,5.6883,64.655,29.895,47.247,116.84,114.04,0.16891,0.0031341,1603.3,24.779,0.0,248040000000.0,4.022,3.8645e+21,68.986,1707800000000.0,9.8609e+20,0.0,0.0,0.0,2010-10-22 07:00:00,2010-10-22 07:00:00,0 days 00:00:00
1350,2010-11-08 20:36:00,not applicable,not applicable,11122.0,N,0.0,False,False,17.587,85.858,53.782,97.818,146.3,142.59,0.91446,-0.0069705,7671.1,37.027,2.9635,1191400000000.0,24.376,2.5703e+22,167.57,3000000000000.0,1.7604e+21,180.32,446.77,28.2,2010-11-07 21:36:00,2010-11-07 21:36:00,0 days 00:00:00
1351,2010-12-26 12:48:00,not applicable,not applicable,11136.0,N,0.0,False,False,6.5614,52.403,28.67,52.139,124.71,124.42,-0.42331,0.0023517,2154.3,22.388,0.0,600880000000.0,3.2258,7.9822e+21,108.72,2099400000000.0,2.0233e+21,0.0,0.0,0.0,2010-12-25 13:48:00,2010-12-25 13:48:00,0 days 00:00:00
1352,2010-12-27 21:12:00,not applicable,not applicable,11137.0,N,0.0,False,False,0.52384,96.56,33.741,72.22,154.45,151.96,1.1644,-0.00030814,2138.6,23.467,0.0,1006900000000.0,4.5294,4.8283e+21,100.79,2079200000000.0,1.0828e+21,0.0,0.0,0.0,2010-12-26 22:12:00,2010-12-26 22:12:00,0 days 00:00:00
1353,2011-01-09 20:24:00,not applicable,not applicable,11143.0,N,0.0,False,False,6.2516,139.22,33.05,67.241,145.4,143.84,0.65165,-0.0031337,1939.0,23.048,0.0,661100000000.0,4.3609,5.1372e+21,104.7,2190600000000.0,1.2203e+21,0.0,0.0,0.0,2011-01-08 21:24:00,2011-01-08 21:24:00,0 days 00:00:00
1354,2011-01-10 12:48:00,not applicable,not applicable,11144.0,N,0.0,False,False,2.5491,37.118,32.699,80.667,173.41,167.34,-0.88358,-0.0035209,3111.4,22.421,0.0,325410000000.0,1.9337,2.9916e+21,45.38,853020000000.0,5.1294e+20,0.0,0.0,0.0,2011-01-09 13:48:00,2011-01-09 13:48:00,0 days 00:00:00
1355,2011-01-19 06:36:00,not applicable,not applicable,11148.0,N,0.0,False,False,12.17,105.89,41.055,71.47,131.63,132.82,0.096156,-0.0027837,5007.5,31.443,3.3273,214120000000.0,17.04,2.9075e+22,227.98,4219500000000.0,3.1722e+21,94.414,425.63,15.034,2011-01-18 07:36:00,2011-01-18 07:36:00,0 days 00:00:00
1356,2011-01-28 22:36:00,not applicable,not applicable,11151.0,N,0.0,False,False,12.091,26.538,29.533,58.04,143.79,144.31,-0.80992,-0.010625,2249.5,22.445,2.6009,470050000000.0,3.0756,3.3996e+21,63.159,1188200000000.0,8.0013e+20,0.0,0.0,0.0,2011-01-27 23:36:00,2011-01-27 23:36:00,0 days 00:00:00
1357,2011-02-09 11:48:00,not applicable,not applicable,11154.0,N,0.0,False,False,2.9423,33.256,36.061,73.226,136.39,134.46,0.44272,-0.0021587,4526.0,27.511,0.0,308900000000.0,6.8232,8.1927e+21,78.352,1453000000000.0,1.0437e+21,0.0,0.0,0.0,2011-02-08 12:48:00,2011-02-08 12:48:00,0 days 00:00:00
1358,2011-02-10 05:48:00,not applicable,not applicable,11155.0,N,0.0,False,False,0.31063,20.293,33.711,79.914,178.86,174.89,1.3023,-0.00067676,2651.4,24.25,0.0,393130000000.0,6.1002,1.6162e+21,36.476,721780000000.0,3.0109e+20,0.0,0.0,0.0,2011-02-09 06:48:00,2011-02-09 06:48:00,0 days 00:00:00
1359,2011-03-07 03:00:00,not applicable,not applicable,11167.0,N,0.0,False,False,5.2835,155.91,39.524,73.772,146.95,148.57,0.82137,-0.0018802,3006.6,28.372,0.0,1195100000000.0,12.242,1.122e+22,157.4,3231400000000.0,1.8341e+21,0.0,0.0,0.0,2011-03-06 04:00:00,2011-03-06 04:00:00,0 days 00:00:00
1362,2011-03-27 01:00:00,not applicable,not applicable,11177.0,N,0.0,False,False,32.956,279.66,30.717,56.319,139.72,139.79,0.38291,-0.0041247,2830.8,25.049,2.285,1601100000000.0,6.1577,3.0038e+22,412.95,7853900000000.0,5.6992e+21,101.92,108.37,28.983,2011-03-26 02:00:00,2011-03-26 02:00:00,0 days 00:00:00
1364,2011-04-11 21:24:00,not applicable,not applicable,11187.0,N,0.0,False,False,30.691,143.13,35.182,66.561,145.93,146.14,0.14154,0.0091614,2642.5,27.136,2.5671,1577000000000.0,9.7313,1.1757e+22,192.11,3742900000000.0,2.1947e+21,0.0,0.0,0.0,2011-04-10 22:24:00,2011-04-10 22:24:00,0 days 00:00:00
1365,2011-04-09 03:24:00,not applicable,not applicable,11188.0,N,0.0,False,False,11.595,41.767,55.509,59.919,107.68,108.29,0.55948,0.010207,2372.9,41.656,0.0,335230000000.0,39.789,3.5799e+21,49.7,1317400000000.0,4.4447e+20,0.0,0.0,0.0,2011-04-08 04:24:00,2011-04-08 04:24:00,0 days 00:00:00
1368,2011-04-15 10:48:00,not applicable,not applicable,11194.0,N,0.0,False,False,1.5341,73.415,33.482,71.044,151.97,146.76,0.063805,-0.0006059,2893.2,24.842,2.8891,306290000000.0,6.5166,9.7288e+21,133.75,2451600000000.0,1.8439e+21,14.142,0.0,7.6098,2011-04-14 11:48:00,2011-04-14 11:48:00,0 days 00:00:00
1370,2011-04-23 14:12:00,not applicable,not applicable,11198.0,N,0.0,False,False,9.9687,65.205,27.456,52.914,136.53,134.58,-0.4555,0.0035076,2387.6,22.014,0.0,791470000000.0,2.1816,9.0114e+21,136.99,2528400000000.0,2.0361e+21,0.0,0.0,0.0,2011-04-22 15:12:00,2011-04-22 15:12:00,0 days 00:00:00
1372,2011-05-08 21:12:00,not applicable,not applicable,11207.0,N,0.0,False,False,0.88567,300.33,29.185,53.214,135.02,133.55,0.99063,-0.00015609,1881.5,22.612,0.0,3010100000000.0,3.1371,1.4177e+22,256.97,5505900000000.0,3.6009e+21,0.0,0.0,0.0,2011-05-07 22:12:00,2011-05-07 22:12:00,0 days 00:00:00
