,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,before_coincident_flare,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf,expected_timepoint,observed_timepoint,time_difference
1337,2010-05-03 09:48:00,not applicable,not applicable,11065.0,N,0.0,False,False,1.3048,46.968,27.101,44.125,125.78,123.81,-0.02932,-0.00094075,1565.2,22.285,0.0,21744000000.0,2.5234,2.8831e+21,43.863,1049900000000.0,8.0576e+20,0.0,0.0,0.0,2010-05-03 04:48:00,2010-05-03 04:48:00,0 days 00:00:00
1338,2010-05-06 15:48:00,not applicable,not applicable,11070.0,N,0.0,False,False,4.1682,29.086,32.827,65.809,152.63,147.52,0.26404,-0.007791,1945.6,24.167,2.6153,75631000000.0,5.6075,1.3823e+21,27.021,603750000000.0,3.0261e+20,0.0,0.0,0.0,2010-05-06 10:48:00,2010-05-06 10:48:00,0 days 00:00:00
1339,2010-05-08 21:48:00,not applicable,not applicable,11071.0,N,0.0,False,False,4.8286,23.046,28.61,48.582,130.71,129.22,-0.41123,-0.0051205,1931.2,23.261,0.0,207720000000.0,2.2269,2.4185e+21,40.291,807690000000.0,6.2123e+20,0.0,0.0,0.0,2010-05-08 16:48:00,2010-05-08 16:48:00,0 days 00:00:00
1341,2010-05-30 18:00:00,not applicable,not applicable,11074.0,N,0.0,False,False,3.2348,34.705,28.935,43.55,90.77,90.309,-0.25466,-0.0010348,2611.7,20.794,2.586,430250000000.0,2.0154,1.0842e+22,112.26,1944400000000.0,2.2837e+21,0.0,0.0,0.0,2010-05-30 13:00:00,2010-05-30 13:00:00,0 days 00:00:00
1342,2010-06-18 12:48:00,not applicable,not applicable,11083.0,N,0.0,False,False,7.8898,41.792,31.339,67.559,152.3,154.97,1.4296,-0.017972,1634.2,19.154,2.2625,490150000000.0,0.68337,9.5273e+20,23.292,463140000000.0,2.8459e+20,0.0,0.0,0.0,2010-06-18 07:48:00,2010-06-18 07:48:00,0 days 00:00:00
1343,2010-06-28 18:00:00,not applicable,not applicable,11085.0,N,0.0,False,False,2.7413,65.275,28.646,49.604,125.09,123.05,0.82949,0.0037501,1348.2,20.535,0.0,329600000000.0,1.6416,1.3088e+21,25.163,609670000000.0,4.1108e+20,0.0,0.0,0.0,2010-06-28 13:00:00,2010-06-28 13:00:00,0 days 00:00:00
1344,2010-07-13 15:36:00,not applicable,not applicable,11088.0,N,0.0,False,False,5.3227,43.054,30.008,55.681,137.57,136.27,-0.22083,0.0054203,1827.3,22.742,0.0,506500000000.0,2.8513,2.383e+21,42.303,925990000000.0,6.1096e+20,0.0,0.0,0.0,2010-07-13 10:36:00,2010-07-13 10:36:00,0 days 00:00:00
1345,2010-07-27 15:36:00,not applicable,not applicable,11090.0,N,0.0,False,False,1.5721,61.991,31.37,50.018,121.92,122.76,0.031136,-0.0010215,1720.9,26.139,2.9758,288900000000.0,6.4977,3.5172e+21,59.915,1598600000000.0,8.0617e+20,0.0,0.0,0.0,2010-07-27 10:36:00,2010-07-27 10:36:00,0 days 00:00:00
1346,2010-08-30 05:24:00,not applicable,not applicable,11104.0,N,0.0,False,False,9.2952,127.1,30.793,59.544,141.56,140.13,0.83911,0.0044732,1702.1,22.084,0.0,935060000000.0,3.6092,4.6971e+21,90.999,2029100000000.0,1.2547e+21,0.0,0.0,0.0,2010-08-30 00:24:00,2010-08-30 00:24:00,0 days 00:00:00
1347,2010-10-15 19:36:00,not applicable,not applicable,11114.0,N,0.0,False,False,1.1395,30.987,24.158,39.811,112.01,110.62,-0.45507,0.00055477,1311.0,19.237,0.0,488930000000.0,0.29197,3.578e+21,71.651,1406400000000.0,1.3378e+21,0.0,0.0,0.0,2010-10-15 14:36:00,2010-10-15 14:36:00,0 days 00:00:00
