T_REC,NOAA_AR,TOTUSJH,MEANPOT,EPSZ,TOTBSQ,TOTFZ,TOTABSTWIST
2013.10.16_15:36:00.000_TAI,11861,1017.462,4166.1,-0.4303438931906013,11481411369.290468,-2610.860400033177,2880.6758150418536
2016.01.01_00:24:00.000_TAI,12473,1816.166,3970.6,-0.3620116512778919,18428541983.200115,-3525.2206235330445,4416.952259730841
2013.10.21_21:24:00.000_TAI,11875,2626.222,8095.9,-0.1535938920537908,26599095175.80913,-2158.805384631808,5244.607596111986
2013.10.22_20:48:00.000_TAI,11875,3546.802,11502.0,-0.0558817842147671,38043175630.80289,-1123.3621138238798,5812.1016741295
2013.10.22_23:36:00.000_TAI,11875,3889.916,13045.0,-0.0285995872926253,42071607681.37241,-635.8015758896396,5910.512612006787
2013.10.23_00:12:00.000_TAI,11875,3953.193,13358.0,-0.0278237364985266,43270501377.97452,-636.1801534401586,5989.495773008952
2011.08.02_14:24:00.000_TAI,11261,2536.686,12083.0,-0.188292252080439,44662918351.0892,-4443.77697930233,5390.082648944932
2013.10.23_10:12:00.000_TAI,11875,4147.177,15494.0,-0.0396394324764346,51683141405.35546,-1082.5527708312295,6251.126095994445
2013.10.23_10:36:00.000_TAI,11875,4182.984,15727.0,-0.038206138166439,51722099187.66259,-1044.1959843765987,6202.493719939634
2015.01.27_07:36:00.000_TAI,12268,2255.976,13484.0,-0.177931037429159,23806321567.889267,-2238.2913921831305,2852.1190368216085
2013.10.26_12:36:00.000_TAI,11875,3225.58,11030.0,-0.1966314982416514,52168347064.98958,-5420.418863297999,6547.218186941216
2013.10.27_02:00:00.000_TAI,11875,3671.849,10628.0,-0.2458279006027796,59083362549.49765,-7674.835170480613,7797.354879768372
2013.10.27_04:36:00.000_TAI,11875,3646.043,10031.0,-0.2602059753904655,60773860146.79914,-8356.160466845817,7527.917595394058
2014.02.02_17:24:00.000_TAI,11968,2238.32,7962.2,-0.2260116779910321,37043947118.04164,-4424.058059311583,5405.206483465985
2014.12.13_17:12:00.000_TAI,12242,3529.473,3555.7,-0.2444524191830043,63101074184.86067,-8150.866229056794,7521.091989133657
2014.05.05_19:36:00.000_TAI,12051,2341.193,6665.5,-0.1411096698828228,28356317546.023518,-2114.361427946444,3363.287347101568
2013.10.27_15:12:00.000_TAI,11882,2324.823,14619.0,-0.1412006367157586,28481551436.77242,-2125.0689783060448,3399.313024608516
2013.10.27_21:00:00.000_TAI,11875,3799.072,10873.0,-0.2547842109330348,68931201523.88463,-9280.279881314738,7985.572715345109
2013.10.31_19:48:00.000_TAI,11884,3007.335,10705.0,-0.1429406573315716,39173848530.96758,-2958.8622037150462,5874.649378210142
2013.11.01_22:24:00.000_TAI,11884,2613.9770000000008,9779.9,-0.1390791698961998,34030716312.43943,-2500.955285057537,5070.577713841208
2013.11.02_05:24:00.000_TAI,11884,2456.607,10717.0,-0.1590362366747518,31577137529.893818,-2653.637418242912,4487.033448789392
2013.11.04_08:24:00.000_TAI,11890,4383.243,10452.0,-0.2650516811277763,71778018940.4094,-10052.976996870108,8356.21104184136
2013.11.04_18:12:00.000_TAI,11890,4851.067,10063.0,-0.245991933185296,76422778736.53741,-9933.82141432829,9029.809457739251
2014.12.16_14:48:00.000_TAI,12242,5331.488,9331.4,-0.2301815751553834,80726384486.86563,-9818.808279081632,9764.270800330807
2013.11.05_13:48:00.000_TAI,11890,5284.916,12142.0,-0.1858998653700612,71312402199.61702,-7005.139537284572,9344.497905582924
2013.11.06_03:36:00.000_TAI,11890,5373.76,12984.0,-0.1756196738037254,70212101612.16594,-6515.651073542681,9561.493066153973
2013.11.06_14:24:00.000_TAI,11890,4903.169,12562.0,-0.134596211111864,62472430765.339325,-4443.180349372245,8777.94247309162
2014.06.11_15:00:00.000_TAI,12085,4618.385,10582.0,-0.1270404070145557,60930725853.558685,-4090.259876738183,8090.015253750727
2013.11.07_09:24:00.000_TAI,11891,795.403,9340.2,-0.165568955672859,7359170780.698711,-643.8437062636641,1287.8586551972126
2013.11.09_05:12:00.000_TAI,11890,3347.945,11886.0,-0.1395145310708427,44536116522.45787,-3283.253618996123,5915.198919650702
2011.03.07_06:00:00.000_TAI,11164,4248.987,9239.4,-0.3497551028758875,65002974531.627365,-12013.510572099663,9464.95859237418
2013.11.14_02:24:00.000_TAI,11899,2608.92,14148.0,-0.1711055876761258,62184117193.44467,-5622.329691699099,5493.289705719986
2013.05.05_06:00:00.000_TAI,11739,2297.692,5377.3,-0.1572350827718819,27075534037.73381,-2249.567856181196,3725.307668299775
2013.01.11_21:36:00.000_TAI,11652,2197.628,5173.8,-0.1578780216121457,26533693146.6915,-2213.563572501046,3588.283215905845
2011.11.08_04:24:00.000_TAI,11342,2598.597,5964.9,-0.1967677791733773,31221408833.524487,-3246.2288166108297,4663.55918687745
2013.11.18_10:24:00.000_TAI,11893,3238.451,7655.9,-0.3697312840113127,49792331659.25378,-9727.950186892973,6367.705721275945
2013.11.22_02:36:00.000_TAI,11904,3028.703,17936.0,-0.1342831260587578,67614067072.95062,-4797.678420484536,5871.71014901531
2013.11.22_13:00:00.000_TAI,11904,3408.533,14939.0,-0.1683383552427817,68903494282.89,-6129.103903256147,6754.550245159555
2013.12.06_07:24:00.000_TAI,11909,941.272,5862.2,-0.3683769743637713,13661184159.578758,-2659.214967241366,2420.0043524387697
2013.12.21_08:12:00.000_TAI,11928,3009.047,8740.5,-0.2822008225631053,41898034073.71951,-6247.762812514826,6043.57084636251
2013.12.21_08:36:00.000_TAI,11928,3017.164,8869.2,-0.2901821136094812,41828584172.80696,-6413.814780111554,6008.983695768092
2014.10.09_02:00:00.000_TAI,12182,2447.695,5268.0,-0.3639915066202974,36720484748.826935,-7062.724560656689,6403.742344764854
2011.09.21_02:48:00.000_TAI,11295,3162.523,6428.6,-0.3018692432329594,43415401096.09628,-6925.24795084344,5954.0245735447925
2013.12.21_22:12:00.000_TAI,11928,3308.642000000001,8936.4,-0.3266395464486853,45275195373.00583,-7814.509090610744,6243.626384998792
2013.12.22_00:00:00.000_TAI,11928,3411.818,8693.0,-0.3254302794187342,45555183717.72376,-7833.726112407679,6387.631676597952
2014.02.11_22:12:00.000_TAI,11974,3554.001,10080.0,-0.3241219762792189,46434959669.661255,-7952.911836971677,6353.82650035954
2013.12.28_08:00:00.000_TAI,11936,1442.208,5331.3,-0.3189695663175674,13132874200.92649,-2213.510865717393,3170.63899640917
2013.12.30_22:00:00.000_TAI,11936,2570.548,9384.6,-0.169313344483101,28926510179.55324,-2587.973389868185,4879.848175639722
2015.01.29_02:12:00.000_TAI,12277,2969.858,4371.6,-0.2653575158127304,35261011294.66738,-4944.231923327629,5994.489460931815
2014.01.03_10:24:00.000_TAI,11944,7542.953,10313.0,-0.2744750890578929,128573023277.00548,-18647.70784902721,15083.42292125336
2014.01.06_03:48:00.000_TAI,11946,840.086,10325.0,-0.1653520218957584,11317226062.737411,-988.8311903329326,1313.343180490003
2014.01.06_10:12:00.000_TAI,11944,7426.651999999999,15385.0,-0.0689206208970615,134204116872.46004,-4887.509880050377,13832.42738898398
2014.01.06_18:36:00.000_TAI,11944,7376.194,16349.0,-0.0703628805012624,135191963182.50871,-5026.516419632481,13381.481892078436
2014.01.12_21:48:00.000_TAI,11944,4571.227,11130.0,-0.2488199196538989,94951940868.57436,-12484.227406782598,9345.668755216158
2014.01.31_01:24:00.000_TAI,11967,7628.563,13194.0,-0.1687474146922513,105667472387.01906,-9422.172364869164,12526.735447828369
2014.01.31_07:24:00.000_TAI,11967,8028.357,14294.0,-0.1579703008099111,103544083396.90208,-8643.17747147626,12874.409807803026
2017.07.13_01:48:00.000_TAI,12665,2205.282,15878.0,-0.3404933743702846,20402028421.545715,-3670.748235055868,5614.097560501576
2014.02.01_08:24:00.000_TAI,11967,9644.953,18228.0,-0.0666916115999805,118293499102.9964,-4168.738179237272,13338.007226450389
2014.02.01_09:36:00.000_TAI,11967,9267.285,17529.0,-0.0373249539038027,115780771598.2612,-2283.538713926418,13690.96645058914
2014.02.01_14:12:00.000_TAI,11967,9399.67,20001.0,-0.0181949821802071,117257292358.40517,-1127.363879884733,13636.882667723294
2014.02.01_18:12:00.000_TAI,11967,9999.536,19779.0,-0.0192597832221536,123288009610.17915,-1254.714434160591,13493.8055294388
2014.02.01_22:00:00.000_TAI,11967,10409.904,21054.0,-0.0430666632319425,130249797457.43423,-2964.08683443337,13060.17130768411
2013.10.26_23:24:00.000_TAI,11877,2315.319,11116.0,-0.2167306711842176,25110194525.67131,-2875.6969172657127,4762.497262372034
2014.02.03_04:00:00.000_TAI,11967,10216.24,25132.0,0.0037865610642369,140910537571.27655,281.94283831418875,12070.969903082214
2014.02.03_09:48:00.000_TAI,11967,9626.704,24043.0,0.0040731425109262,134448437111.78967,289.3729787700045,11961.72677517286
2014.02.04_16:24:00.000_TAI,11967,9584.797,21292.0,-0.0369897437475566,121330435932.60509,-2371.502925494431,11941.980945152814
2014.02.05_23:00:00.000_TAI,11967,8162.099,16757.0,-0.1269285788602586,117727687227.43803,-7896.064556692181,12170.808030102658
2014.02.06_05:00:00.000_TAI,11967,8160.241999999997,16057.0,-0.1471714604821609,117976159676.00089,-9174.671464957208,12780.087748549811
2015.08.27_15:12:00.000_TAI,12403,4445.93,11587.0,-0.245001385164926,60253434550.631966,-7800.509132236787,9031.594078802733
2015.11.02_18:36:00.000_TAI,12445,1735.345,8758.5,-0.2267490298686924,20134830284.38153,-2412.492702616873,3575.8959140934053
2014.02.10_16:48:00.000_TAI,11974,1792.835,8154.1,-0.1605242576958672,19906538343.589973,-1688.530925592299,3466.4024515503056
2014.02.11_04:24:00.000_TAI,11974,2670.026,10965.0,-0.0790275776533758,26132309287.26141,-1091.262355873236,4150.143157863547
2014.02.11_07:00:00.000_TAI,11974,2865.102000000001,10388.0,-0.1030766560060767,27402292917.99854,-1492.5191609662754,4483.737491174326
2015.01.01_17:48:00.000_TAI,12253,3077.788,10192.0,-0.0712176731729267,28958370999.6036,-1089.7692536791672,4780.512069873689
2014.02.12_02:48:00.000_TAI,11974,3872.626,10305.0,-0.0911295710047868,33649541482.58412,-1620.3585098943774,5821.20421822028
2014.02.12_06:12:00.000_TAI,11974,3617.089,10134.0,-0.0665856376715078,32327192308.36702,-1137.4207534372474,5682.144677804132
2015.03.12_16:48:00.000_TAI,12297,4012.999,19848.0,-0.0807447884415737,34427687786.31913,-1468.9092972183676,5960.611493871158
2014.02.13_03:00:00.000_TAI,11974,4981.786,13581.0,-0.042951646331077,46191923277.737366,-1048.3796035530968,7740.240577573631
2014.02.13_12:36:00.000_TAI,11974,4393.345,12422.0,-0.0555325521909284,46540817795.200966,-1365.6969593002443,7055.192712180178
2014.02.13_13:24:00.000_TAI,11974,4405.018,12385.0,-0.0604550736422894,46600686738.327286,-1488.6676155947578,7156.614667444338
2014.02.13_16:36:00.000_TAI,11974,4737.63,12833.0,-0.0654834895206378,49457083936.77916,-1711.3270698099377,7668.430819131279
2014.02.15_09:24:00.000_TAI,11977,1723.203,7680.9,-0.1579037521509468,21350158929.71347,-1781.4194302800709,3952.967126870909
2014.02.19_08:00:00.000_TAI,11976,1429.9129999999998,6070.2,-0.3836372606971965,20971762301.89625,-4251.364731613528,3269.97172844551
2014.02.25_15:00:00.000_TAI,11982,4537.523,5780.8,-0.3077986020090769,49899526421.25754,-8115.883184542315,9866.721026961684
2014.02.24_13:00:00.000_TAI,11990,1074.2089999999996,6020.4,-0.2927658303660453,19354603079.48178,-2994.175937637508,1993.4556648406572
2014.03.01_23:24:00.000_TAI,11986,505.182,800.38,-0.7838729029985477,7097522238.399794,-2939.849701031608,1914.8377424485443
2012.05.15_06:36:00.000_TAI,11476,2685.186,6769.7,-0.3814194460665861,26341650668.388702,-5309.070544298002,7450.161203563966
2011.07.28_23:12:00.000_TAI,11261,1765.2620000000006,8346.2,-0.152319956566403,22099199662.04533,-1778.7138775095389,2997.373238062561
2014.03.08_20:24:00.000_TAI,12002,609.965,3909.3,-0.5933530103352023,6691078485.063128,-2097.8862946111904,1130.3685241832386
2014.03.09_00:24:00.000_TAI,12002,625.089,4263.0,-0.5408069801907605,7430771597.674295,-2123.483777803054,1229.3198502554703
2014.03.09_04:12:00.000_TAI,12002,825.332,5420.3,-0.4571219893150613,8679205385.475592,-2096.4513003932475,1628.565636251308
2014.07.08_10:00:00.000_TAI,12113,1130.481,3011.2,-0.4471554296439626,11036447095.412409,-2607.717124558603,2285.912655160986
2014.03.09_23:00:00.000_TAI,11996,1413.384,4527.6,-0.4181261343072931,16418531297.661663,-3627.557511910829,3239.077087467957
2014.03.10_03:48:00.000_TAI,11996,1688.1629999999998,4319.3,-0.4463587938392575,18471137633.820347,-4356.626880839507,3993.7095705553866
2014.03.11_11:00:00.000_TAI,11996,2336.209,6627.0,-0.40455959478754,31624604071.036182,-6760.522972293907,4499.260240860486
2013.05.03_03:00:00.000_TAI,11731,2199.255,4122.6,-0.419519625679138,31849650742.02685,-7060.405954839798,4228.78038594093
2011.03.12_23:48:00.000_TAI,11169,1960.736,8501.8,-0.4557637431301402,19189246826.92389,-4621.3657158864125,4847.539726471112
2013.10.30_16:12:00.000_TAI,11877,1283.289,5915.5,-0.2208786891146795,23724719544.332645,-2769.029657441589,1769.0272399052765
2014.03.27_19:24:00.000_TAI,12017,892.25,6342.3,-0.2607585630917139,10961149666.566849,-1510.3145066011878,1873.396647280248
2014.03.27_23:48:00.000_TAI,12017,965.209,6353.5,-0.2708466976613851,10850298050.124117,-1552.8801907692666,2029.8688849197013
2014.02.27_20:36:00.000_TAI,11991,1181.389,11777.0,-0.2504782865098169,11678456112.07718,-1545.710943288136,2496.602454478516
2011.11.15_21:12:00.000_TAI,11348,1231.741,7664.0,-0.2608646141546085,11676658605.704449,-1609.5571757746268,2814.287010467855
2021.09.22_00:48:00.000_TAI,12871,1427.553,5316.5,-0.4504425733186789,26305017712.322685,-6261.103016630741,3631.4207754009526
2014.04.01_14:00:00.000_TAI,12027,910.132,8013.1,-0.2622773416660146,16452269650.634869,-2280.1290116252794,2276.243004681275
2014.04.15_20:00:00.000_TAI,12035,3266.805,5450.4,-0.3390030454437463,36257703368.577736,-6494.962835168944,7796.2921962447745
2014.04.17_13:00:00.000_TAI,12036,2495.7470000000008,9813.3,-0.1449328765952511,35347650614.276886,-2707.07434616409,4679.954843294127
2014.04.24_00:24:00.000_TAI,12035,1733.588,3689.5,-0.4848550568597375,24525650603.594936,-6283.5531731601095,4316.298473629759
2011.08.09_01:24:00.000_TAI,11263,2676.917,9848.5,-0.38085188789339,38135834563.561104,-7674.71267483128,5450.59325226387
2014.05.07_10:12:00.000_TAI,12056,4585.568,10372.0,-0.2362495940631477,85678363493.03581,-10695.841101362288,9304.574690926467
2014.06.10_15:00:00.000_TAI,12087,1476.36,8950.8,-0.5329168607230618,13752480856.844791,-3872.6953667986354,3849.761640802064
2017.04.01_05:00:00.000_TAI,12644,840.824,8435.5,-0.3333033229149244,10785693450.119038,-1899.593228900427,2084.5549673649107
2014.02.09_05:24:00.000_TAI,11974,1632.29,6391.5,-0.3754667765367208,18104544775.638195,-3591.963977662545,4078.9181649269344
2014.06.10_05:36:00.000_TAI,12080,4832.572,11613.0,-0.131306208412972,76127233660.75739,-5281.996909098946,9390.217123429147
2014.06.11_09:36:00.000_TAI,12085,4760.9540000000015,10660.0,-0.2320709536194949,79043392047.95511,-9693.022468071114,9835.745396905764
2014.06.11_20:00:00.000_TAI,12089,539.639,6385.4,-0.2815562087063841,3459548973.420004,-514.7039260334767,996.8107526306076
2014.06.11_22:12:00.000_TAI,12085,5121.67,9969.9,-0.2543750788215013,86977932460.32771,-11691.12857554691,11123.957199925966
2014.06.14_11:36:00.000_TAI,12085,2774.578,6461.4,-0.40957724603414,52769523204.8652,-11420.678022312475,5808.234084407669
2014.06.15_00:00:00.000_TAI,12087,1660.8570000000002,5234.3,-0.343057865849891,18155887501.99444,-3291.22619917216,3973.164561730664
2014.02.09_05:24:00.000_TAI,11974,1632.2820000000006,6391.5,-0.6727771068418668,20085059172.683,-7140.311263950071,4842.503534676259
2014.07.08_00:24:00.000_TAI,12113,688.069,4247.9,-0.4916734535701782,9048321766.31076,-2350.810440593289,1485.4332110870937
2013.06.06_13:24:00.000_TAI,11762,1519.767,6717.2,-0.5856515662245596,19149380180.275417,-5926.070402595376,4655.110188138105
2015.11.03_01:12:00.000_TAI,12443,3154.689000000001,10356.0,-0.3226221224414562,45258949705.351685,-7715.630524521077,7340.102682755879
2014.07.31_18:12:00.000_TAI,12127,4457.302,5556.3,-0.3541773343289487,54668963121.171326,-10231.386242442148,10563.882437252125
2012.11.26_05:00:00.000_TAI,11618,1482.138,3871.1,-0.5299270429775895,12558314901.632364,-3516.577761743993,4602.70855613939
2014.10.08_02:00:00.000_TAI,12182,1449.5279999999998,2526.9,-0.5315078464801959,12519925777.172812,-3516.285633785681,4543.983145784529
2014.10.08_07:00:00.000_TAI,12182,1480.744,2817.8,-0.5158322797812332,12633602740.904793,-3443.566164461733,4423.147322242943
2014.10.19_09:12:00.000_TAI,12192,8233.463,14303.0,-0.1682506552141412,152692203174.99927,-13575.203361656962,15273.548698317778
2014.10.19_16:36:00.000_TAI,12192,9268.647,13384.0,-0.1717859697016273,166846882780.67328,-15145.32223895786,17796.399209479965
2014.10.19_19:00:00.000_TAI,12192,9673.208,14535.0,-0.1704583821637464,169717697850.7568,-15286.853600125343,16907.86146828813
2014.10.19_20:00:00.000_TAI,12192,10058.913,15458.0,-0.1584499905235124,170346201081.99872,-14262.556549089157,17350.737583653332
2014.10.19_22:48:00.000_TAI,12192,10660.238,14822.0,-0.1554364582258675,177517996429.7427,-14580.351064800876,18287.677095443407
2014.10.21_02:00:00.000_TAI,12192,12354.98,17311.0,-0.090612439039941,195784726141.98312,-9374.312080284912,20957.98800574413
2014.10.21_05:12:00.000_TAI,12192,11889.348,18254.0,-0.0975561570721646,195107385484.34372,-10057.75630747861,20441.122827879943
2014.10.22_09:48:00.000_TAI,12192,11448.595,20200.0,-0.0212828090038208,206889102531.4745,-2326.694173664387,20937.846420008344
2014.10.23_07:48:00.000_TAI,12192,11078.553999999998,19751.0,0.0001879727743689,215258144521.47525,21.380962248395,20015.41527477817
2014.10.24_17:12:00.000_TAI,12192,12280.969,18390.0,-0.0785947023996644,231505968234.59915,-9614.532744502849,21443.00340231486
2014.10.25_11:00:00.000_TAI,12192,12732.282,16179.0,-0.0831729083487483,232253124415.098,-10207.423460317728,23313.31494881172
2014.10.25_17:12:00.000_TAI,12192,13597.732,17386.0,-0.1196594663814161,244812252351.2137,-15479.356513449886,23648.90029770293
2014.10.25_18:24:00.000_TAI,12192,13558.897,16164.0,-0.1177636054596679,245869983053.4843,-15299.92505866806,24143.592273788
2014.10.25_18:48:00.000_TAI,12192,13236.691,15922.0,-0.1195156084954922,245341518182.85703,-15494.175531850518,24011.01166463581
2014.10.25_20:24:00.000_TAI,12192,13129.162,16253.0,-0.1283268457272441,243855390264.4893,-16535.699459207903,24591.961477773468
2014.10.26_00:24:00.000_TAI,12192,13085.472,15860.0,-0.1420468243689392,243572067472.07703,-18282.33394682946,23950.6352281786
2014.10.26_02:00:00.000_TAI,12192,13148.165,16029.0,-0.1461524181063194,245127029165.9441,-18930.838993851696,24250.953358197567
2014.10.26_03:36:00.000_TAI,12192,13339.108,15706.0,-0.1471863526043627,246271578905.6679,-19153.779849836217,24487.73507526828
2014.10.26_10:12:00.000_TAI,12192,13077.992,15004.0,-0.1351545222302523,240644777448.84625,-17186.194477387264,23642.88590247024
2014.10.26_17:36:00.000_TAI,12192,13770.992,15091.0,-0.1583063235913764,252343404588.15405,-21108.76896167972,23858.006819003134
2014.10.27_02:48:00.000_TAI,12192,14156.545,14808.0,-0.1864213741549517,253493264758.8589,-24970.936831119703,24583.07140237397
2014.10.27_03:36:00.000_TAI,12192,13812.041,14556.0,-0.1924766478875708,252106636278.77103,-25641.00357684389,24054.452021541896
2014.10.26_13:48:00.000_TAI,12192,13130.025,14738.0,-0.2108659781493142,240432310344.9111,-26789.95762500193,22524.19215090804
2014.10.28_08:24:00.000_TAI,12192,11812.092,13605.0,-0.2243026220991913,234500498745.16223,-27793.98447621649,20314.991323739585
2014.10.23_13:00:00.000_TAI,12192,11537.965,20234.0,-0.223714669183357,230059536577.2669,-27196.1506850186,19868.40722952225
2014.10.28_16:24:00.000_TAI,12192,11638.328,13632.0,-0.2264868865568017,230763229044.1296,-27617.36970347717,19810.029942650068
2015.01.30_07:24:00.000_TAI,12277,3914.222,5909.5,-0.4002581449140149,43630141913.65376,-9227.827703145142,7618.615516288061
2014.11.06_02:48:00.000_TAI,12205,4107.798,7259.7,-0.3818417372573632,43646506386.26369,-8806.543417088593,7565.471559588947
2014.11.06_04:12:00.000_TAI,12205,4235.187,7315.2,-0.3699642320145495,42988830694.9662,-8404.039497767471,7550.873270829726
2014.11.06_17:24:00.000_TAI,12205,4016.138,6418.7,-0.3263362596274572,40277343572.996544,-6945.425157140843,7698.350619502736
2014.11.08_15:36:00.000_TAI,12205,3545.107,8138.1,-0.1769398130899282,31193598716.73424,-2916.5120745499767,6995.145125424253
2014.11.14_12:00:00.000_TAI,12209,5204.915,8342.5,-0.3097917891469588,98994190961.71196,-16205.12256844408,12423.139926508147
2014.11.14_20:48:00.000_TAI,12209,5932.746,9019.3,-0.3026975399031789,108390848757.36118,-17337.010744729323,14012.828213565988
2014.11.15_17:48:00.000_TAI,12209,7714.840999999998,7686.9,-0.3050256865808255,122629688221.89664,-19765.356782876628,18547.296959470517
2014.11.30_06:36:00.000_TAI,12222,2679.638,16686.0,-0.1366535305351424,56612311900.38303,-4087.939070254344,4472.941451801071
2014.12.03_08:00:00.000_TAI,12222,2844.1740000000004,16466.0,-0.0958069527608044,52514511227.51672,-2658.5759473635744,4494.577255498518
2012.09.08_04:36:00.000_TAI,11564,2773.765,3817.4,-0.1201478412521003,53636318391.55865,-3405.2392862951965,4614.893184096596
2015.06.25_07:36:00.000_TAI,12371,2761.178,10881.0,-0.1181737529506019,54002185755.90331,-3372.134746221989,4707.1608592299735
2021.10.27_10:00:00.000_TAI,12887,2496.812,7325.8,-0.1415319055020952,49164825446.4988,-3676.8972543862,4529.443008324824
2013.10.28_11:00:00.000_TAI,11875,3476.876,11122.0,-0.4294233068128507,39226951861.1957,-8901.080928919959,10452.960231289468
2014.12.16_01:00:00.000_TAI,12242,5292.031,9622.7,-0.1614718798822293,65488098575.17735,-5587.684599652043,11289.251086282664
2013.08.12_01:12:00.000_TAI,11817,1677.986,7328.3,-0.3097451401274696,21337870722.7096,-3492.4343702524443,3301.606578766086
2014.12.16_04:48:00.000_TAI,12242,5413.451999999998,9663.4,-0.1666805913809396,66609700010.848335,-5866.716456666385,11624.729813786427
2013.10.17_01:12:00.000_TAI,11861,2299.756,8560.6,-0.1836089505898183,32245481062.080364,-3128.4940042618823,4436.794436395949
2013.04.21_13:12:00.000_TAI,11726,3419.161,13323.0,-0.0709212318565159,49576073238.594696,-1857.8944514813115,5463.3930428652175
2014.12.18_09:48:00.000_TAI,12242,7463.121,10544.0,-0.151386617499924,97201498083.98048,-7775.583591383189,15742.889224637142
2014.12.19_00:24:00.000_TAI,12242,7527.092,8724.6,-0.2058047894270044,97739319475.84988,-10629.122598690472,17116.804205583372
2014.12.20_07:36:00.000_TAI,12242,6927.821999999999,7195.4,-0.2879242987632984,93378695764.88658,-14206.879579694352,15931.743604567557
2015.05.05_01:36:00.000_TAI,12335,2168.919,8314.8,-0.0462993855202129,41294255404.99019,-1010.2700791319812,3543.891991329929
2014.12.21_01:48:00.000_TAI,12242,5753.036,6837.0,-0.3423262983415621,83721953852.87947,-15144.407584713656,13934.167863909024
2014.12.15_13:36:00.000_TAI,12241,1161.795,6615.5,-0.3547315855288266,15011237791.23439,-2813.772279244358,2929.81663920357
2015.01.02_09:48:00.000_TAI,12253,3195.711,10837.0,-0.1487488668987409,49542779828.56927,-3894.095652624865,6333.144644923052
2013.11.14_14:48:00.000_TAI,11899,3029.516,13971.0,-0.0580539712517149,49374000558.226166,-1514.617143930572,5690.169309823123
2015.01.24_19:12:00.000_TAI,12268,1978.587,8322.2,-0.288347566187256,31007280678.068005,-4724.464571835945,3606.076642394229
2013.12.21_01:00:00.000_TAI,11934,2018.188,6441.1,-0.2861477926982754,31339639242.22965,-4738.67551836843,3750.141736190915
2013.05.05_17:36:00.000_TAI,11739,1868.783,4753.8,-0.2173514122353388,34082246793.338795,-3914.383381995016,4301.114890119994
2014.05.06_03:36:00.000_TAI,12051,2152.403,5819.3,-0.1320269931066425,37315512672.500015,-2603.3034574035,4235.610042412896
2015.01.28_11:48:00.000_TAI,12268,1826.831,12627.0,-0.0933121950745401,33353440441.14648,-1644.567235750679,3391.2902313208106
2014.03.12_16:36:00.000_TAI,11996,2011.612,6058.2,-0.0801239660030034,35823917443.41399,-1516.7293582721663,3616.816289969626
2013.01.12_04:24:00.000_TAI,11652,1959.15,5560.2,-0.0801475260483348,35038087382.66884,-1483.895082644177,3738.841463261596
2014.03.11_22:36:00.000_TAI,11996,2199.324,5647.6,-0.2783923114894497,24702829204.80038,-3633.929514810814,5304.534991341842
2014.01.31_14:00:00.000_TAI,11968,1875.221,4941.6,-0.3700442903918645,26489367925.112373,-5179.621217995161,4242.379154851338
2013.05.04_22:36:00.000_TAI,11739,2226.28,4486.9,-0.3594084401185636,29855880944.686607,-5670.101562703698,4607.746154457133
2011.03.23_20:36:00.000_TAI,11176,2280.8,7596.9,-0.3266085726798526,30162930621.6619,-5205.635806562019,4629.655903683032
2015.06.20_20:12:00.000_TAI,12367,2773.889,4306.9,-0.2353412807205149,31589306460.65161,-3928.356226272782,5058.495808983402
2015.03.10_16:24:00.000_TAI,12297,3028.825,9854.1,-0.1701834582873563,30111878847.24621,-2707.8707855345456,5090.722986243816
2015.03.10_18:48:00.000_TAI,12297,2962.243,12333.0,-0.166539938350614,30072351789.505,-2646.418033962591,4790.764895007372
2015.11.03_18:36:00.000_TAI,12443,2933.521,11465.0,-0.0969768474922313,32828178827.36113,-1682.238047902894,4751.827124980539
2011.03.24_19:48:00.000_TAI,11176,3116.8459999999995,6753.9,-0.0695703263666803,34155174615.56956,-1255.605566165044,4924.015322006542
2011.10.20_12:24:00.000_TAI,11319,3200.725,5826.2,-0.0678556128535121,34474494995.107834,-1236.1077680008389,4903.160402162472
2015.03.11_14:00:00.000_TAI,12297,3307.401,16692.0,-0.0576651774606702,35386987321.22645,-1078.2759390980775,4914.072603822236
2015.03.11_21:48:00.000_TAI,12297,3894.999,18960.0,-0.034918165718692,40845006636.56073,-753.6385875731186,5132.309815104232
2013.11.04_11:00:00.000_TAI,11890,4241.828,10091.0,-0.0105010401582304,43708865446.16831,-242.535053875668,5121.608330587795
2015.03.12_06:12:00.000_TAI,12297,4468.779,20408.0,-0.0078241792259717,44815220241.3353,-185.2836424285437,5308.145622023744
2014.12.13_05:00:00.000_TAI,12242,3571.7790000000005,4019.3,-0.0091957799180227,37770601254.69783,-183.53345581779817,4409.318803458289
2014.11.05_11:48:00.000_TAI,12205,3055.749000000001,6474.5,-0.0791358206059914,34128243974.976624,-1427.1175432886257,4241.637356867762
2014.07.30_09:12:00.000_TAI,12130,3397.321,6411.4,-0.1166835432494828,35691019304.173164,-2200.601000263494,5166.887042483388
2015.03.15_11:00:00.000_TAI,12297,2877.018,11942.0,-0.1437848661545529,34114878701.36042,-2591.968442979241,4957.992041185528
2015.03.16_23:36:00.000_TAI,12297,2750.498,7743.1,-0.2862164085360789,33849915311.766136,-5119.468233713926,5138.1838982304935
2013.10.30_09:48:00.000_TAI,11877,1475.78,4844.9,-0.2650486257470888,13667750136.016338,-1914.2352809545464,3658.478217049497
